id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1641249837084708867,1641249837084708867,2023-03-30 08:23:48 +07,2023-03-30,08:23:48,+0700,317621674,yahucheck,ヤフチェック,,『セイコー5 スポーツ SKX Sense Style Coin Parking Delivery コラボ 限定モデル SBSA212』がウオッチタウンYahoo!店にて販売開始！  https://t.co/RtR1lav44r (10:23),ja,[],['http://yahucheck.one-cc.com/gric_item.php?code=8679'],[],0,0,0,[],[],https://twitter.com/yahucheck/status/1641249837084708867,False,,0,,,,,,,,[],,,,
1641249830008926208,1641249830008926208,2023-03-30 08:23:47 +07,2023-03-30,08:23:47,+0700,1361143151256199168,tosei_coin_biz,TOSEI コインランドリー公式,,冬の間に使っていた羽毛布団は寝汗で汚れている可能性があります😱 自宅でも洗えるタイプの布団があるのでぜひ4月になる前に洗ってみてはいかがですか？ 大きい場合は #コインランドリー の布団コースもオススメです✨  #企業公式春のフォロー祭り  #企業公式つぶやき部   https://t.co/86U2w6JvIP,ja,[],['https://saita-puls.com/25613'],[],0,0,2,"['コインランドリー', '企業公式春のフォロー祭り', '企業公式つぶやき部']",[],https://twitter.com/tosei_coin_biz/status/1641249830008926208,False,,0,,,,,,,,[],,,,
1641249817325174787,1641249817325174787,2023-03-30 08:23:44 +07,2023-03-30,08:23:44,+0700,109750662,tcamil,Griselda,,The electric car I want  just dropped. Let me save my coins so I can get it next year,en,[],[],[],0,0,0,[],[],https://twitter.com/tcamil/status/1641249817325174787,False,,0,,,,,,,,[],,,,
1641249813453852674,1641194689301995520,2023-03-30 08:23:43 +07,2023-03-30,08:23:43,+0700,1260670119514181635,wavekaizer,kaizer wave,,@Slithery_snekk @Taylor1416 @EuphoriTori Didn’t Christian’s literally coin the term persecution,en,[],[],[],0,0,0,[],[],https://twitter.com/WaveKaizer/status/1641249813453852674,False,,0,,,,,,,,"[{'screen_name': 'Slithery_snekk', 'name': 'not bronz', 'id': '1544827429155397632'}, {'screen_name': 'Taylor1416', 'name': 'Taylor', 'id': '1562198696317829120'}, {'screen_name': 'EuphoriTori', 'name': 'Victoria 🎀 🔆', 'id': '123100411'}]",,,,
1641249805694558209,1641249805694558209,2023-03-30 08:23:41 +07,2023-03-30,08:23:41,+0700,151566136,meg646,Meg Carter,,It's like a deep sea chest full of gold coins 24 anxiency  #cossplay #网调 #处女  https://t.co/6GvAfF4gIb,en,[],[],['https://pbs.twimg.com/media/Fsbj_EcaQAAFvCZ.jpg'],0,0,0,"['cossplay', '网调', '处女']",[],https://twitter.com/meg646/status/1641249805694558209,False,,1,https://pbs.twimg.com/media/Fsbj_EcaQAAFvCZ.jpg,,,,,,,[],,,,
1641249795317841920,1641249795317841920,2023-03-30 08:23:38 +07,2023-03-30,08:23:38,+0700,1629601756530495489,elijah_cos,Elijah,,okay but the fact that @_luminy and i both were deciding what to have for lunch at the same time and both chose the same thing without knowing- this two sides of the same coin stuff is getting wild,en,"[{'screen_name': '_luminy', 'name': 'adrian mikaela 18+', 'id': '1120935650541223937'}]",[],[],0,0,0,[],[],https://twitter.com/Elijah_cos/status/1641249795317841920,False,,0,,,,,,,,[],,,,
1641249794285813761,1641219901380612098,2023-03-30 08:23:38 +07,2023-03-30,08:23:38,+0700,1377684920622059526,devrikcoin,devrik coin,,@rockerfellerxau Amin😴,en,[],[],[],0,0,0,[],[],https://twitter.com/devrikcoin/status/1641249794285813761,False,,0,,,,,,,,"[{'screen_name': 'rockerfellerxau', 'name': 'Rockerfeller', 'id': '1287705992675950592'}]",,,,
1641249782415933440,1641204861264855040,2023-03-30 08:23:35 +07,2023-03-30,08:23:35,+0700,1086792382950137857,diopstephanois,L'italien du Coin,,@iamlayeniang Okkk jajeuf lolou kay jajeuf wayy,ht,[],[],[],0,0,0,[],[],https://twitter.com/DiopStephanois/status/1641249782415933440,False,,0,,,,,,,,"[{'screen_name': 'iamlayeniang', 'name': 'Laye Niang 💙❤️🇸🇳', 'id': '1373482457278910464'}]",,,,
1641249776044851201,1641249776044851201,2023-03-30 08:23:34 +07,2023-03-30,08:23:34,+0700,1330090375999053827,_btsmoments_,"BTS Updates, Fancafe & Charts ⁷",,[🔔 REMINDER] Mar 30:  • #FACEListeningParty on Stationhead at 11AM KST  • Jack in the box commentary on Weverse at 5PM KST            • #Jimin performance on Mnet M! Countdown at 6PM KST + Live Voting  • Jimin on KBS2's Beat Coin at 8:30PM KST  • #Jimin's Video Call Fansign  https://t.co/NhdDkAp7yU,en,[],[],['https://pbs.twimg.com/media/Fsbj988X0Ac_OCR.jpg'],0,21,34,"['facelisteningparty', 'jimin', 'jimin']",[],https://twitter.com/_BTSMoments_/status/1641249776044851201,False,,1,https://pbs.twimg.com/media/Fsbj988X0Ac_OCR.jpg,,,,,,,[],,,,
1641249768272719872,1640970189884776448,2023-03-30 08:23:32 +07,2023-03-30,08:23:32,+0700,549705686,pete_o_burg,jeffreyrideout.algo,,@coin_trades @roamoilanen @StaciW_DC I don’t blame her.  Lots of people who don’t get how things work and clearly lack real world experience.,en,[],[],[],0,0,1,[],[],https://twitter.com/Pete_o_Burg/status/1641249768272719872,False,,0,,,,,,,,"[{'screen_name': 'coin_trades', 'name': 'Coin TrȺdes ∞', 'id': '1291649306953310209'}, {'screen_name': 'roamoilanen', 'name': 'roamoilanen.algo', 'id': '1525104768275841027'}, {'screen_name': 'StaciW_DC', 'name': 'staci.algo', 'id': '1708476680'}]",,,,
